global_sequence,review_batch,batch_sequence,review_tier,record_id,headword_candidate,normalized,part_of_speech,entry_type,source_page_approx,ocr_confidence,existing_master,verification_status,human_review_required
240,n1906-003,40,1:simple-historical-word,kha-n1906-001179,dathew,dathew,adverb,word,74,0.975,no,pending,yes
241,n1906-003,41,1:simple-historical-word,kha-n1906-001180,daw,daw,noun,word,74,0.975,no,pending,yes
242,n1906-003,42,1:simple-historical-word,kha-n1906-001181,dawai,dawai,noun,word,74,0.975,no,pending,yes
243,n1906-003,43,1:simple-historical-word,kha-n1906-001359,dawani,dawani,noun,word,85,0.975,no,pending,yes
244,n1906-003,44,1:simple-historical-word,kha-n1906-001194,de,de,adverb,word,75,0.975,no,pending,yes
245,n1906-003,45,1:simple-historical-word,kha-n1906-001195,dek,dek,noun,word,75,0.975,no,pending,yes
246,n1906-003,46,1:simple-historical-word,kha-n1906-001198,demdiap,demdiap,adverb,word,75,0.975,no,pending,yes
247,n1906-003,47,1:simple-historical-word,kha-n1906-001199,demshylliah,demshylliah,verb,word,75,0.975,no,pending,yes
248,n1906-003,48,1:simple-historical-word,kha-n1906-001200,den,den,adverb,word,75,0.975,no,pending,yes
249,n1906-003,49,1:simple-historical-word,kha-n1906-001204,desi,desi,adjective,word,76,0.975,no,pending,yes
250,n1906-003,50,1:simple-historical-word,kha-n1906-001205,dew,dew,interjection,word,76,0.975,no,pending,yes
251,n1906-003,51,1:simple-historical-word,kha-n1906-001218,diang,diang,verb,word,76,0.975,no,pending,yes
252,n1906-003,52,1:simple-historical-word,kha-n1906-001220,diap,diap,adverb,word,76,0.975,no,pending,yes
253,n1906-003,53,1:simple-historical-word,kha-n1906-001221,diaw,diaw,adverb,word,76,0.975,no,pending,yes
254,n1906-003,54,1:simple-historical-word,kha-n1906-001222,didiaw,didiaw,noun,word,76,0.975,no,pending,yes
255,n1906-003,55,1:simple-historical-word,kha-n1906-001274,dien,dien,noun,word,80,0.975,no,pending,yes
256,n1906-003,56,1:simple-historical-word,kha-n1906-001229,diengblei,diengblei,noun,word,77,0.975,no,pending,yes
257,n1906-003,57,1:simple-historical-word,kha-n1906-001237,diengdoh,diengdoh,noun,word,77,0.950,no,pending,yes
258,n1906-003,58,1:simple-historical-word,kha-n1906-001243,diengjamynrei,diengjamynrei,noun,word,78,0.975,no,pending,yes
259,n1906-003,59,1:simple-historical-word,kha-n1906-001244,diengjing,diengjing,noun,word,78,0.975,no,pending,yes
260,n1906-003,60,1:simple-historical-word,kha-n1906-001233,diengkdin,diengkdin,noun,word,77,0.975,no,pending,yes
261,n1906-003,61,1:simple-historical-word,kha-n1906-001234,diengkseh,diengkseh,noun,word,77,0.975,no,pending,yes
262,n1906-003,62,1:simple-historical-word,kha-n1906-001235,diengkurlong,diengkurlong,noun,word,77,0.975,no,pending,yes
263,n1906-003,63,1:simple-historical-word,kha-n1906-001245,dienglyngngong,dienglyngngong,noun,word,78,0.975,no,pending,yes
264,n1906-003,64,1:simple-historical-word,kha-n1906-001247,diengphna,diengphna,noun,word,78,0.975,no,pending,yes
265,n1906-003,65,1:simple-historical-word,kha-n1906-001246,diengpingwait,diengpingwait,noun,word,78,0.975,no,pending,yes
266,n1906-003,66,1:simple-historical-word,kha-n1906-001252,diengsahbiar,diengsahbiar,noun,word,79,0.975,no,pending,yes
267,n1906-003,67,1:simple-historical-word,kha-n1906-001250,diengsawdong,diengsawdong,noun,word,78,0.975,no,pending,yes
268,n1906-003,68,1:simple-historical-word,kha-n1906-001251,diengshalangmat,diengshalangmat,noun,word,79,0.975,no,pending,yes
269,n1906-003,69,1:simple-historical-word,kha-n1906-001255,diengsliynrain,diengsliynrain,noun,word,79,0.975,no,pending,yes
270,n1906-003,70,1:simple-historical-word,kha-n1906-001256,diengsnidg,diengsnidg,noun,word,79,0.975,no,pending,yes
271,n1906-003,71,1:simple-historical-word,kha-n1906-001260,diengsoblyngdkhur,diengsoblyngdkhur,noun,word,79,0.975,no,pending,yes
272,n1906-003,72,1:simple-historical-word,kha-n1906-001258,diengsohbyrthit,diengsohbyrthit,noun,word,79,0.975,no,pending,yes
273,n1906-003,73,1:simple-historical-word,kha-n1906-001259,diengsohiong,diengsohiong,noun,word,79,0.975,no,pending,yes
274,n1906-003,74,1:simple-historical-word,kha-n1906-001261,diengsohmanir,diengsohmanir,noun,word,79,0.975,no,pending,yes
275,n1906-003,75,1:simple-historical-word,kha-n1906-001262,diengsohniamtra,diengsohniamtra,noun,word,79,0.975,no,pending,yes
276,n1906-003,76,1:simple-historical-word,kha-n1906-001263,diengsohphan,diengsohphan,noun,word,79,0.975,no,pending,yes
277,n1906-003,77,1:simple-historical-word,kha-n1906-001265,diengsohphoh,diengsohphoh,noun,word,79,0.975,no,pending,yes
278,n1906-003,78,1:simple-historical-word,kha-n1906-001264,diengsohpieng,diengsohpieng,noun,word,79,0.975,no,pending,yes
279,n1906-003,79,1:simple-historical-word,kha-n1906-001267,diengsohshur,diengsohshur,noun,word,79,0.975,no,pending,yes
280,n1906-003,80,1:simple-historical-word,kha-n1906-001268,diengsuwali,diengsuwali,noun,word,79,0.975,no,pending,yes
281,n1906-003,81,1:simple-historical-word,kha-n1906-001269,diengthang,diengthang,noun,word,79,0.975,no,pending,yes
282,n1906-003,82,1:simple-historical-word,kha-n1906-001270,diengthlieh,diengthlieh,noun,word,79,0.975,no,pending,yes
283,n1906-003,83,1:simple-historical-word,kha-n1906-001271,diengtylmw,diengtylmw,noun,word,80,0.975,no,pending,yes
284,n1906-003,84,1:simple-historical-word,kha-n1906-001253,diepgshaindoh,diepgshaindoh,noun,word,79,0.975,no,pending,yes
285,n1906-003,85,1:simple-historical-word,kha-n1906-001277,dihe,dihe,adjective,word,80,0.975,no,pending,yes
286,n1906-003,86,1:simple-historical-word,kha-n1906-001278,dihia,dihia,adjective,word,80,0.975,no,pending,yes
287,n1906-003,87,1:simple-historical-word,kha-n1906-001279,diho,diho,adjective,word,80,0.975,no,pending,yes
288,n1906-003,88,1:simple-historical-word,kha-n1906-001223,dikdik,dikdik,adverb,word,76,0.975,no,pending,yes
289,n1906-003,89,1:simple-historical-word,kha-n1906-001276,diliduma,diliduma,verb,word,80,0.975,no,pending,yes
290,n1906-003,90,1:simple-historical-word,kha-n1906-001275,dingpyrthat,dingpyrthat,noun,word,80,0.975,no,pending,yes
291,n1906-003,91,1:simple-historical-word,kha-n1906-001182,dkai,dkai,noun,word,74,0.975,no,pending,yes
292,n1906-003,92,1:simple-historical-word,kha-n1906-001183,dkaw,dkaw,adverb,word,74,0.975,no,pending,yes
293,n1906-003,93,1:simple-historical-word,kha-n1906-001184,dkhai,dkhai,verb,word,74,0.975,no,pending,yes
294,n1906-003,94,1:simple-historical-word,kha-n1906-001185,dkhan,dkhan,noun,word,74,0.975,no,pending,yes
295,n1906-003,95,1:simple-historical-word,kha-n1906-001186,dkhar,dkhar,noun,word,75,0.975,no,pending,yes
296,n1906-003,96,1:simple-historical-word,kha-n1906-001187,dkhiat,dkhiat,noun,word,75,0.975,no,pending,yes
297,n1906-003,97,1:simple-historical-word,kha-n1906-001188,dkhiew,dkhiew,noun,word,75,0.975,no,pending,yes
298,n1906-003,98,1:simple-historical-word,kha-n1906-001190,dkhoh,dkhoh,noun,word,75,0.975,no,pending,yes
299,n1906-003,99,1:simple-historical-word,kha-n1906-001189,dkhot,dkhot,noun,word,75,0.975,no,pending,yes
300,n1906-003,100,1:simple-historical-word,kha-n1906-001191,dko,dko,noun,word,75,0.975,no,pending,yes
301,n1906-004,1,1:simple-historical-word,kha-n1906-001192,dkoh,dkoh,adjective,word,75,0.975,no,pending,yes
302,n1906-004,2,1:simple-historical-word,kha-n1906-001214,dngang,dngang,adverb,word,76,0.975,no,pending,yes
303,n1906-004,3,1:simple-historical-word,kha-n1906-001215,dngiang,dngiang,adverb,word,76,0.975,no,pending,yes
304,n1906-004,4,1:simple-historical-word,kha-n1906-001216,dngiem,dngiem,noun,word,76,0.975,no,pending,yes
305,n1906-004,5,1:simple-historical-word,kha-n1906-001217,dngong,dngong,adverb,word,76,0.975,no,pending,yes
306,n1906-004,6,1:simple-historical-word,kha-n1906-001294,dohkrang,dohkrang,noun,word,81,0.975,no,pending,yes
307,n1906-004,7,1:simple-historical-word,kha-n1906-001293,dohksew,dohksew,adjective,word,81,0.975,no,pending,yes
308,n1906-004,8,1:simple-historical-word,kha-n1906-001295,dohkyudang,dohkyudang,noun,word,81,0.975,no,pending,yes
309,n1906-004,9,1:simple-historical-word,kha-n1906-001296,dohlen,dohlen,noun,word,81,0.975,no,pending,yes
310,n1906-004,10,1:simple-historical-word,kha-n1906-001297,dohnud,dohnud,noun,word,81,0.975,no,pending,yes
311,n1906-004,11,1:simple-historical-word,kha-n1906-001298,dohsatar,dohsatar,noun,word,81,0.975,no,pending,yes
312,n1906-004,12,1:simple-historical-word,kha-n1906-001299,dohsniang,dohsniang,noun,word,81,0.975,no,pending,yes
313,n1906-004,13,1:simple-historical-word,kha-n1906-001300,dohsohkhia,dohsohkhia,noun,word,82,0.975,no,pending,yes
314,n1906-004,14,1:simple-historical-word,kha-n1906-001301,dohtaitwait,dohtaitwait,noun,word,82,0.975,no,pending,yes
315,n1906-004,15,1:simple-historical-word,kha-n1906-001303,dohthej,dohthej,adverb,word,82,0.975,no,pending,yes
316,n1906-004,16,1:simple-historical-word,kha-n1906-001305,doloi,doloi,noun,word,82,0.975,no,pending,yes
317,n1906-004,17,1:simple-historical-word,kha-n1906-001306,dom,dom,adjective,word,82,0.975,no,pending,yes
318,n1906-004,18,1:simple-historical-word,kha-n1906-001307,domriang,domriang,adjective,word,82,0.975,no,pending,yes
319,n1906-004,19,1:simple-historical-word,kha-n1906-001309,donbak,donbak,verb,word,82,0.975,no,pending,yes
320,n1906-004,20,1:simple-historical-word,kha-n1906-001310,donbok,donbok,verb,word,82,0.975,no,pending,yes
321,n1906-004,21,1:simple-historical-word,kha-n1906-001312,donduk,donduk,verb,word,82,0.975,no,pending,yes
322,n1906-004,22,1:simple-historical-word,kha-n1906-001313,dondvyr,dondvyr,adjective,word,82,0.975,no,pending,yes
323,n1906-004,23,1:simple-historical-word,kha-n1906-001281,dong,dong,noun,word,80,0.975,no,pending,yes
324,n1906-004,24,1:simple-historical-word,kha-n1906-001283,dongla,dongla,noun,word,80,0.975,no,pending,yes
325,n1906-004,25,1:simple-historical-word,kha-n1906-001285,donglydong,donglydong,adverb,word,80,0.975,no,pending,yes
326,n1906-004,26,1:simple-historical-word,kha-n1906-001286,dongmatang,dongmatang,noun,word,81,0.975,no,pending,yes
327,n1906-004,27,1:simple-historical-word,kha-n1906-001287,dongmatla,dongmatla,noun,word,81,0.975,no,pending,yes
328,n1906-004,28,1:simple-historical-word,kha-n1906-001288,dongnai,dongnai,noun,word,81,0.975,no,pending,yes
329,n1906-004,29,1:simple-historical-word,kha-n1906-001289,dongnit,dongnit,adverb,word,81,0.975,no,pending,yes
330,n1906-004,30,1:simple-historical-word,kha-n1906-001290,dongrong,dongrong,adverb,word,81,0.975,no,pending,yes
331,n1906-004,31,1:simple-historical-word,kha-n1906-001311,donkam,donkam,verb,word,82,0.975,no,pending,yes
332,n1906-004,32,1:simple-historical-word,kha-n1906-001315,donrain,donrain,adjective,word,82,0.975,no,pending,yes
333,n1906-004,33,1:simple-historical-word,kha-n1906-001317,dor,dor,noun,word,83,0.975,no,pending,yes
334,n1906-004,34,1:simple-historical-word,kha-n1906-001318,dorbar,dorbar,noun,word,83,0.975,no,pending,yes
335,n1906-004,35,1:simple-historical-word,kha-n1906-001319,dorbin,dorbin,noun,word,83,0.975,no,pending,yes
336,n1906-004,36,1:simple-historical-word,kha-n1906-001320,dorkhat,dorkhat,noun,word,83,0.975,no,pending,yes
337,n1906-004,37,1:simple-historical-word,kha-n1906-001321,doroga,doroga,noun,word,83,0.975,no,pending,yes
338,n1906-004,38,1:simple-historical-word,kha-n1906-001322,dorwan,dorwan,noun,word,83,0.975,no,pending,yes
339,n1906-004,39,1:simple-historical-word,kha-n1906-001324,du,du,adverb,word,83,0.975,no,pending,yes
340,n1906-004,40,1:simple-historical-word,kha-n1906-001332,dub,dub,verb,word,83,0.975,no,pending,yes
341,n1906-004,41,1:simple-historical-word,kha-n1906-001325,dubasia,dubasia,noun,word,83,0.975,no,pending,yes
342,n1906-004,42,1:simple-historical-word,kha-n1906-001333,dubjingkyrmen,dubjingkyrmen,verb,word,84,0.975,no,pending,yes
343,n1906-004,43,1:simple-historical-word,kha-n1906-001331,dud,dud,noun,word,83,0.975,no,pending,yes
344,n1906-004,44,1:simple-historical-word,kha-n1906-001335,dui,dui,noun,word,84,0.975,no,pending,yes
345,n1906-004,45,1:simple-historical-word,kha-n1906-001336,duitara,duitara,noun,word,84,0.975,no,pending,yes
346,n1906-004,46,1:simple-historical-word,kha-n1906-001337,dujok,dujok,noun,word,84,0.975,no,pending,yes
347,n1906-004,47,1:simple-historical-word,kha-n1906-001327,duk,duk,adjective,word,83,0.975,no,pending,yes
348,n1906-004,48,1:simple-historical-word,kha-n1906-001328,dukan,dukan,noun,word,83,0.975,no,pending,yes
349,n1906-004,49,1:simple-historical-word,kha-n1906-001329,dukbi,dukbi,adjective,word,83,0.975,no,pending,yes
350,n1906-004,50,1:simple-historical-word,kha-n1906-001338,dulan,dulan,noun,word,84,0.975,no,pending,yes
351,n1906-004,51,1:simple-historical-word,kha-n1906-001339,duli,duli,noun,word,84,0.975,no,pending,yes
352,n1906-004,52,1:simple-historical-word,kha-n1906-001340,dum,dum,adjective,word,84,0.975,no,pending,yes
353,n1906-004,53,1:simple-historical-word,kha-n1906-001341,duma,duma,noun,word,84,0.975,no,pending,yes
354,n1906-004,54,1:simple-historical-word,kha-n1906-001342,dumadih,dumadih,noun,word,84,0.975,no,pending,yes
355,n1906-004,55,1:simple-historical-word,kha-n1906-001344,dumbuit,dumbuit,verb,word,84,0.975,no,pending,yes
356,n1906-004,56,1:simple-historical-word,kha-n1906-001346,dummiew,dummiew,adjective,word,84,0.975,no,pending,yes
357,n1906-004,57,1:simple-historical-word,kha-n1906-001348,duna,duna,adjective,word,84,0.975,no,pending,yes
358,n1906-004,58,1:simple-historical-word,kha-n1906-001349,dup,dup,auxiliary,word,84,0.975,no,pending,yes
359,n1906-004,59,1:simple-historical-word,kha-n1906-001350,dur,dur,noun,word,84,0.975,no,pending,yes
360,n1906-004,60,1:simple-historical-word,kha-n1906-001351,durblei,durblei,noun,word,85,0.975,no,pending,yes
361,n1906-004,61,1:simple-historical-word,kha-n1906-001352,duriap,duriap,verb,word,85,0.975,no,pending,yes
362,n1906-004,62,1:simple-historical-word,kha-n1906-001354,duriaw,duriaw,noun,word,85,0.975,no,pending,yes
363,n1906-004,63,1:simple-historical-word,kha-n1906-001355,dusmon,dusmon,noun,word,85,0.975,no,pending,yes
364,n1906-004,64,1:simple-historical-word,kha-n1906-001356,dustur,dustur,noun,word,85,0.975,no,pending,yes
365,n1906-004,65,1:simple-historical-word,kha-n1906-001357,duwali,duwali,noun,word,85,0.975,no,pending,yes
366,n1906-004,66,1:simple-historical-word,kha-n1906-001358,duwan,duwan,noun,word,85,0.975,no,pending,yes
367,n1906-004,67,1:simple-historical-word,kha-n1906-001360,dyngngor,dyngngor,adverb,word,85,0.975,no,pending,yes
368,n1906-004,68,1:simple-historical-word,kha-n1906-002707,eaiup,eaiup,adverb,word,189,0.975,no,pending,yes
369,n1906-004,69,1:simple-historical-word,kha-n1906-002708,eaj,eaj,noun,word,189,0.975,no,pending,yes
370,n1906-004,70,1:simple-historical-word,kha-n1906-002717,eanaiil,eanaiil,adverb,word,189,0.975,no,pending,yes
371,n1906-004,71,1:simple-historical-word,kha-n1906-002716,eanda,eanda,noun,word,189,0.975,no,pending,yes
372,n1906-004,72,1:simple-historical-word,kha-n1906-001363,eh,eh,adjective,word,85,0.975,no,pending,yes
373,n1906-004,73,1:simple-historical-word,kha-n1906-002738,ehem,ehem,adjective,word,191,0.975,no,pending,yes
374,n1906-004,74,1:simple-historical-word,kha-n1906-002739,ehing,ehing,adverb,word,191,0.975,no,pending,yes
375,n1906-004,75,1:simple-historical-word,kha-n1906-002742,eiaj,eiaj,verb,word,191,0.975,no,pending,yes
376,n1906-004,76,1:simple-historical-word,kha-n1906-002743,eiampop,eiampop,verb,word,191,0.975,no,pending,yes
377,n1906-004,77,1:simple-historical-word,kha-n1906-002741,eiang,eiang,adverb,word,191,0.975,no,pending,yes
378,n1906-004,78,1:simple-historical-word,kha-n1906-002744,eiat,eiat,noun,word,191,0.975,no,pending,yes
379,n1906-004,79,1:simple-historical-word,kha-n1906-002793,eiid,eiid,noun,word,195,0.975,no,pending,yes
380,n1906-004,80,1:simple-historical-word,kha-n1906-001367,eire,eire,noun,word,86,0.975,no,pending,yes
381,n1906-004,81,1:simple-historical-word,kha-n1906-000728,eismot,eismot,noun,word,49,0.975,no,pending,yes
382,n1906-004,82,1:simple-historical-word,kha-n1906-001368,eit,eit,noun,word,86,0.975,no,pending,yes
383,n1906-004,83,1:simple-historical-word,kha-n1906-001372,eitmut,eitmut,noun,word,86,0.975,no,pending,yes
384,n1906-004,84,1:simple-historical-word,kha-n1906-000715,eliaw,eliaw,noun,word,48,0.975,no,pending,yes
385,n1906-004,85,1:simple-historical-word,kha-n1906-001034,elynsi,elynsi,noun,word,66,0.975,no,pending,yes
386,n1906-004,86,1:simple-historical-word,kha-n1906-002735,engain,engain,adverb,word,191,0.975,no,pending,yes
387,n1906-004,87,1:simple-historical-word,kha-n1906-002736,engaw,engaw,verb,word,191,0.975,no,pending,yes
388,n1906-004,88,1:simple-historical-word,kha-n1906-002737,engiew,engiew,noun,word,191,0.975,no,pending,yes
389,n1906-004,89,1:simple-historical-word,kha-n1906-001362,engrej,engrej,noun,word,85,0.975,no,pending,yes
390,n1906-004,90,1:simple-historical-word,kha-n1906-002787,eon,eon,noun,word,194,0.975,no,pending,yes
391,n1906-004,91,1:simple-historical-word,kha-n1906-002780,eongphong,eongphong,adjective,word,194,0.975,no,pending,yes
392,n1906-004,92,1:simple-historical-word,kha-n1906-002788,eonsing,eonsing,noun,word,195,0.975,no,pending,yes
393,n1906-004,93,1:simple-historical-word,kha-n1906-002791,etin,etin,adverb,word,195,0.975,no,pending,yes
394,n1906-004,94,1:simple-historical-word,kha-n1906-002792,eubibar,eubibar,noun,word,195,0.975,no,pending,yes
395,n1906-004,95,1:simple-historical-word,kha-n1906-002798,euh,euh,adverb,word,195,0.975,no,pending,yes
396,n1906-004,96,1:simple-historical-word,kha-n1906-002799,eui,eui,noun,word,195,0.975,no,pending,yes
397,n1906-004,97,1:simple-historical-word,kha-n1906-002794,eukom,eukom,noun,word,195,0.975,no,pending,yes
398,n1906-004,98,1:simple-historical-word,kha-n1906-002802,eum,eum,noun,word,195,0.975,no,pending,yes
399,n1906-004,99,1:simple-historical-word,kha-n1906-002803,eumar,eumar,noun,word,195,0.975,no,pending,yes
400,n1906-004,100,1:simple-historical-word,kha-n1906-002804,eumpei,eumpei,noun,word,195,0.975,no,pending,yes
401,n1906-005,1,1:simple-historical-word,kha-n1906-002796,eung,eung,verb,word,195,0.975,no,pending,yes
402,n1906-005,2,1:simple-historical-word,kha-n1906-002805,eup,eup,noun,word,196,0.975,no,pending,yes
403,n1906-005,3,1:simple-historical-word,kha-n1906-002806,eupa,eupa,noun,word,196,0.975,no,pending,yes
404,n1906-005,4,1:simple-historical-word,kha-n1906-002807,eupatylli,eupatylli,noun,word,196,0.975,no,pending,yes
405,n1906-005,5,1:simple-historical-word,kha-n1906-002808,eusni,eusni,noun,word,196,0.975,no,pending,yes
406,n1906-005,6,1:simple-historical-word,kha-n1906-002809,euti,euti,noun,word,196,0.975,no,pending,yes
407,n1906-005,7,1:simple-historical-word,kha-n1906-002814,eykhie,eykhie,verb,word,196,0.975,no,pending,yes
408,n1906-005,8,1:simple-historical-word,kha-n1906-002815,eyngkang,eyngkang,verb,word,196,0.975,no,pending,yes
409,n1906-005,9,1:simple-historical-word,kha-n1906-002816,eyngkap,eyngkap,noun,word,196,0.975,no,pending,yes
410,n1906-005,10,1:simple-historical-word,kha-n1906-001003,eynphut,eynphut,adverb,word,65,0.975,no,pending,yes
